event_id,file_id,file_name,timestamp,superevent_id
3070,1535,catO5_1535.fits,2028-01-26 18:56:11.451339,GW280126b
1544,772,catO5_772.fits,2028-01-28 00:38:22.077110,GW280128a
2434,1217,catO5_1217.fits,2028-01-28 13:32:16.627300,GW280128b
2816,1408,catO5_1408.fits,2028-01-29 10:57:27.596389,GW280129a
3000,1500,catO5_1500.fits,2028-01-31 04:07:49.544457,GW280131a
3110,1555,catO5_1555.fits,2028-01-31 06:36:15.022480,GW280131b
875,437,catO5_437.fits,2028-02-01 00:47:14.926242,GW280201a
1962,981,catO5_981.fits,2028-02-01 06:32:26.084194,GW280201b
1310,655,catO5_655.fits,2028-02-03 15:05:51.898221,GW280203a
2343,1171,catO5_1171.fits,2028-02-04 06:23:13.244174,GW280204a
4105,2052,catO5_2052.fits,2028-02-04 06:42:59.251765,GW280204b
2379,1189,catO5_1189.fits,2028-02-05 07:09:33.957430,GW280205a
1119,559,catO5_559.fits,2028-02-07 09:36:03.489478,GW280207a
3114,1557,catO5_1557.fits,2028-02-07 14:46:00.953293,GW280207b
1661,830,catO5_830.fits,2028-02-07 21:58:12.012975,GW280207c
970,485,catO5_485.fits,2028-02-09 15:31:52.998419,GW280209a
3501,1750,catO5_1750.fits,2028-02-11 08:57:26.677599,GW280211a
4371,2185,catO5_2185.fits,2028-02-11 09:07:08.921894,GW280211b
2750,1375,catO5_1375.fits,2028-02-12 18:10:35.038150,GW280212a
4086,2043,catO5_2043.fits,2028-02-13 09:09:03.562726,GW280213a
3125,1562,catO5_1562.fits,2028-02-15 05:51:04.583580,GW280215a
1306,653,catO5_653.fits,2028-02-15 08:10:36.348605,GW280215b
1595,797,catO5_797.fits,2028-02-15 10:09:21.040736,GW280215c
3059,1529,catO5_1529.fits,2028-02-16 15:43:51.644601,GW280216a
2622,1311,catO5_1311.fits,2028-02-17 12:16:05.271418,GW280217a
557,278,catO5_278.fits,2028-02-18 09:03:32.537850,GW280218a
1586,793,catO5_793.fits,2028-02-18 18:13:36.829041,GW280218b
3964,1982,catO5_1982.fits,2028-02-18 21:19:16.943991,GW280218c
186,93,catO5_93.fits,2028-02-19 01:27:44.408451,GW280219a
641,320,catO5_320.fits,2028-02-20 12:02:55.630513,GW280220a
3740,1870,catO5_1870.fits,2028-02-21 08:34:49.798855,GW280221a
3499,1749,catO5_1749.fits,2028-02-21 10:34:36.977787,GW280221b
670,335,catO5_335.fits,2028-02-21 10:38:05.732444,GW280221c
459,229,catO5_229.fits,2028-02-22 01:12:46.260170,GW280222a
1777,888,catO5_888.fits,2028-02-22 06:09:38.827725,GW280222b
1701,850,catO5_850.fits,2028-02-23 19:26:19.706877,GW280223a
676,338,catO5_338.fits,2028-02-23 23:02:34.838780,GW280223b
3288,1644,catO5_1644.fits,2028-02-24 01:19:30.580896,GW280224a
2569,1284,catO5_1284.fits,2028-02-24 01:45:05.616501,GW280224b
4233,2116,catO5_2116.fits,2028-02-25 04:19:32.162407,GW280225a
3658,1829,catO5_1829.fits,2028-02-25 09:36:22.558619,GW280225b
395,197,catO5_197.fits,2028-02-25 14:11:55.564298,GW280225c
4587,2293,catO5_2293.fits,2028-02-25 15:43:43.337057,GW280225d
4393,2196,catO5_2196.fits,2028-02-26 03:32:35.779153,GW280226a
2301,1150,catO5_1150.fits,2028-02-26 08:37:00.548739,GW280226b
3415,1707,catO5_1707.fits,2028-02-26 10:39:27.116633,GW280226c
2611,1305,catO5_1305.fits,2028-02-26 20:21:41.682623,GW280226d
1645,822,catO5_822.fits,2028-02-27 06:24:43.754246,GW280227a
502,251,catO5_251.fits,2028-02-28 22:37:01.906756,GW280228a
1153,576,catO5_576.fits,2028-03-01 02:40:02.402924,GW280301a
1797,898,catO5_898.fits,2028-03-01 08:47:47.932959,GW280301b
832,416,catO5_416.fits,2028-03-02 14:11:11.390278,GW280302a
1221,610,catO5_610.fits,2028-03-02 17:05:37.613291,GW280302b
4431,2215,catO5_2215.fits,2028-03-03 10:39:43.245798,GW280303a
2198,1099,catO5_1099.fits,2028-03-03 16:30:14.397131,GW280303b
187,93,catO5_93.fits,2028-03-04 15:33:17.508712,GW280304a
717,358,catO5_358.fits,2028-03-05 02:14:38.124483,GW280305a
649,324,catO5_324.fits,2028-03-05 08:45:29.154418,GW280305b
3144,1572,catO5_1572.fits,2028-03-05 15:09:24.055915,GW280305c
727,363,catO5_363.fits,2028-03-06 11:05:51.203748,GW280306a
3631,1815,catO5_1815.fits,2028-03-08 16:33:43.225331,GW280308a
174,87,catO5_87.fits,2028-03-08 17:39:22.292547,GW280308b
4031,2015,catO5_2015.fits,2028-03-09 10:29:36.083777,GW280309a
1658,829,catO5_829.fits,2028-03-10 13:09:15.034117,GW280310a
1933,966,catO5_966.fits,2028-03-12 01:16:37.642023,GW280312a
3466,1733,catO5_1733.fits,2028-03-12 20:10:13.872558,GW280312b
1292,646,catO5_646.fits,2028-03-13 12:20:17.028040,GW280313a
1478,739,catO5_739.fits,2028-03-14 21:33:02.273903,GW280314a
265,132,catO5_132.fits,2028-03-16 14:26:03.794284,GW280316a
3134,1567,catO5_1567.fits,2028-03-17 21:24:23.096935,GW280317a
4000,2000,catO5_2000.fits,2028-03-19 16:13:55.720393,GW280319a
2196,1098,catO5_1098.fits,2028-03-19 16:57:07.239791,GW280319b
2044,1022,catO5_1022.fits,2028-03-19 21:47:50.122351,GW280319c
213,106,catO5_106.fits,2028-03-20 10:18:06.932324,GW280320a
721,360,catO5_360.fits,2028-03-20 13:57:04.270789,GW280320b
3754,1877,catO5_1877.fits,2028-03-20 23:16:25.222516,GW280320c
2477,1238,catO5_1238.fits,2028-03-23 18:10:38.897525,GW280323a
1744,872,catO5_872.fits,2028-03-23 18:33:30.971646,GW280323b
4138,2069,catO5_2069.fits,2028-03-24 09:15:56.016282,GW280324a
3438,1719,catO5_1719.fits,2028-03-24 17:45:10.303068,GW280324b
1557,778,catO5_778.fits,2028-03-25 15:20:02.616549,GW280325a
2937,1468,catO5_1468.fits,2028-03-25 17:00:18.739695,GW280325b
2347,1173,catO5_1173.fits,2028-03-25 17:39:06.813459,GW280325c
554,277,catO5_277.fits,2028-03-25 18:27:34.469996,GW280325d
460,230,catO5_230.fits,2028-03-26 14:37:53.011826,GW280326a
280,140,catO5_140.fits,2028-03-27 09:22:36.462759,GW280327a
3124,1562,catO5_1562.fits,2028-03-27 22:31:47.006417,GW280327b
2580,1290,catO5_1290.fits,2028-03-28 00:37:36.339867,GW280328a
3409,1704,catO5_1704.fits,2028-03-28 01:04:00.545633,GW280328b
3252,1626,catO5_1626.fits,2028-03-28 22:43:19.574822,GW280328c
755,377,catO5_377.fits,2028-03-29 08:54:06.728180,GW280329a
1125,562,catO5_562.fits,2028-03-29 08:54:20.539845,GW280329b
2973,1486,catO5_1486.fits,2028-03-29 12:23:21.895740,GW280329c
291,145,catO5_145.fits,2028-03-29 13:07:30.605595,GW280329d
4168,2084,catO5_2084.fits,2028-03-29 18:29:04.747166,GW280329e
1049,524,catO5_524.fits,2028-03-30 22:06:24.449362,GW280330a
3707,1853,catO5_1853.fits,2028-03-31 07:36:53.085230,GW280331a
29,14,catO5_14.fits,2028-04-01 01:22:32.095664,GW280401a
98,49,catO5_49.fits,2028-04-01 02:16:17.797725,GW280401b
4262,2131,catO5_2131.fits,2028-04-01 19:26:10.375659,GW280401c
2631,1315,catO5_1315.fits,2028-04-02 01:54:51.555659,GW280402a
3989,1994,catO5_1994.fits,2028-04-03 09:06:09.864710,GW280403a
222,111,catO5_111.fits,2028-04-03 13:24:25.563474,GW280403b
510,255,catO5_255.fits,2028-04-03 15:52:20.649242,GW280403c
1736,868,catO5_868.fits,2028-04-04 10:56:57.522096,GW280404a
4516,2258,catO5_2258.fits,2028-04-05 14:30:13.260022,GW280405a
1023,511,catO5_511.fits,2028-04-05 15:00:01.040703,GW280405b
3202,1601,catO5_1601.fits,2028-04-05 19:12:21.805987,GW280405c
2188,1094,catO5_1094.fits,2028-04-06 11:28:30.026155,GW280406a
902,451,catO5_451.fits,2028-04-07 21:14:05.783067,GW280407a
441,220,catO5_220.fits,2028-04-07 22:01:23.011290,GW280407b
4202,2101,catO5_2101.fits,2028-04-07 23:31:42.763339,GW280407c
1180,590,catO5_590.fits,2028-04-08 05:00:45.917838,GW280408a
1725,862,catO5_862.fits,2028-04-10 01:28:58.347433,GW280410a
3696,1848,catO5_1848.fits,2028-04-11 05:26:50.820244,GW280411a
2315,1157,catO5_1157.fits,2028-04-11 06:53:07.624427,GW280411b
3146,1573,catO5_1573.fits,2028-04-11 21:36:51.621902,GW280411c
1470,735,catO5_735.fits,2028-04-12 13:42:59.023149,GW280412a
392,196,catO5_196.fits,2028-04-14 06:11:42.074811,GW280414a
1347,673,catO5_673.fits,2028-04-14 14:59:16.440138,GW280414b
4434,2217,catO5_2217.fits,2028-04-17 04:03:12.160998,GW280417a
2533,1266,catO5_1266.fits,2028-04-18 05:47:58.176620,GW280418a
1610,805,catO5_805.fits,2028-04-18 14:48:17.122561,GW280418b
2594,1297,catO5_1297.fits,2028-04-20 17:39:47.130252,GW280420a
2158,1079,catO5_1079.fits,2028-04-20 18:07:22.756984,GW280420b
1582,791,catO5_791.fits,2028-04-20 19:04:47.989277,GW280420c
1287,643,catO5_643.fits,2028-04-21 07:35:32.555932,GW280421a
346,173,catO5_173.fits,2028-04-22 14:34:08.418839,GW280422a
2028,1014,catO5_1014.fits,2028-04-23 08:02:42.082930,GW280423a
1891,945,catO5_945.fits,2028-04-24 16:03:42.448272,GW280424a
2089,1044,catO5_1044.fits,2028-04-25 11:59:15.831539,GW280425a
4001,2000,catO5_2000.fits,2028-04-26 01:21:58.550312,GW280426a
674,337,catO5_337.fits,2028-04-28 01:59:49.543272,GW280428a
3830,1915,catO5_1915.fits,2028-04-29 23:31:22.021503,GW280429a
2148,1074,catO5_1074.fits,2028-04-30 21:46:31.854372,GW280430a
2986,1493,catO5_1493.fits,2028-05-01 04:35:31.251834,GW280501a
617,308,catO5_308.fits,2028-05-02 00:53:05.936164,GW280502a
777,388,catO5_388.fits,2028-05-02 13:34:25.183182,GW280502b
3635,1817,catO5_1817.fits,2028-05-04 18:03:45.774645,GW280504a
2974,1487,catO5_1487.fits,2028-05-05 06:55:37.796319,GW280505a
3697,1848,catO5_1848.fits,2028-05-05 15:13:13.791948,GW280505b
847,423,catO5_423.fits,2028-05-07 03:23:03.145013,GW280507a
1418,709,catO5_709.fits,2028-05-08 09:46:19.693448,GW280508a
3404,1702,catO5_1702.fits,2028-05-08 10:48:54.452626,GW280508b
3066,1533,catO5_1533.fits,2028-05-08 19:28:14.162870,GW280508c
3397,1698,catO5_1698.fits,2028-05-11 17:10:02.071224,GW280511a
1021,510,catO5_510.fits,2028-05-11 17:37:34.535429,GW280511b
1894,947,catO5_947.fits,2028-05-12 20:25:20.067834,GW280512a
3651,1825,catO5_1825.fits,2028-05-13 19:08:04.875453,GW280513a
4594,2297,catO5_2297.fits,2028-05-14 01:41:52.670294,GW280514a
895,447,catO5_447.fits,2028-05-14 03:41:07.920921,GW280514b
236,118,catO5_118.fits,2028-05-14 06:00:15.669296,GW280514c
1267,633,catO5_633.fits,2028-05-14 08:01:20.728848,GW280514d
1051,525,catO5_525.fits,2028-05-14 16:15:57.333236,GW280514e
699,349,catO5_349.fits,2028-05-14 22:42:24.547408,GW280514f
1497,748,catO5_748.fits,2028-05-15 00:35:19.845161,GW280515a
3689,1844,catO5_1844.fits,2028-05-15 01:50:32.938204,GW280515b
2377,1188,catO5_1188.fits,2028-05-16 17:42:24.333780,GW280516a
3846,1923,catO5_1923.fits,2028-05-17 04:14:32.490304,GW280517a
4440,2220,catO5_2220.fits,2028-05-17 11:10:14.733706,GW280517b
2256,1128,catO5_1128.fits,2028-05-18 17:26:23.983546,GW280518a
2568,1284,catO5_1284.fits,2028-05-18 22:04:57.482816,GW280518b
2799,1399,catO5_1399.fits,2028-05-19 01:59:47.107673,GW280519a
74,37,catO5_37.fits,2028-05-19 02:51:03.388472,GW280519b
919,459,catO5_459.fits,2028-05-19 12:52:34.364799,GW280519c
1516,758,catO5_758.fits,2028-05-20 05:50:09.881052,GW280520a
2991,1495,catO5_1495.fits,2028-05-21 00:06:31.499069,GW280521a
412,206,catO5_206.fits,2028-05-21 13:59:36.099862,GW280521b
81,40,catO5_40.fits,2028-05-22 14:22:21.607375,GW280522a
1705,852,catO5_852.fits,2028-05-22 21:15:45.528525,GW280522b
606,303,catO5_303.fits,2028-05-23 13:08:20.508765,GW280523a
2638,1319,catO5_1319.fits,2028-05-24 10:51:54.341146,GW280524a
1249,624,catO5_624.fits,2028-05-24 15:33:54.740411,GW280524b
4398,2199,catO5_2199.fits,2028-05-26 19:43:26.068594,GW280526a
1261,630,catO5_630.fits,2028-05-27 00:47:50.985420,GW280527a
2807,1403,catO5_1403.fits,2028-05-27 01:58:53.569609,GW280527b
1199,599,catO5_599.fits,2028-05-27 14:57:00.291540,GW280527c
1013,506,catO5_506.fits,2028-05-28 05:58:32.301440,GW280528a
4543,2271,catO5_2271.fits,2028-05-30 04:08:31.249738,GW280530a
4053,2026,catO5_2026.fits,2028-05-30 19:26:02.509101,GW280530b
3034,1517,catO5_1517.fits,2028-06-01 07:35:36.346275,GW280601a
1307,653,catO5_653.fits,2028-06-02 08:28:09.861546,GW280602a
4391,2195,catO5_2195.fits,2028-06-02 09:53:13.901887,GW280602b
2252,1126,catO5_1126.fits,2028-06-03 06:05:56.357620,GW280603a
2708,1354,catO5_1354.fits,2028-06-05 17:13:21.523264,GW280605a
4097,2048,catO5_2048.fits,2028-06-05 20:13:03.523081,GW280605b
404,202,catO5_202.fits,2028-06-06 02:08:36.531806,GW280606a
2385,1192,catO5_1192.fits,2028-06-07 03:24:21.197336,GW280607a
3301,1650,catO5_1650.fits,2028-06-09 10:20:19.895183,GW280609a
4127,2063,catO5_2063.fits,2028-06-09 13:55:04.132313,GW280609b
3562,1781,catO5_1781.fits,2028-06-09 19:29:53.622154,GW280609c
3355,1677,catO5_1677.fits,2028-06-09 22:56:44.573650,GW280609d
898,449,catO5_449.fits,2028-06-10 06:08:36.568047,GW280610a
3688,1844,catO5_1844.fits,2028-06-10 09:40:17.509107,GW280610b
416,208,catO5_208.fits,2028-06-10 21:57:37.122662,GW280610c
3030,1515,catO5_1515.fits,2028-06-11 01:58:51.874824,GW280611a
1028,514,catO5_514.fits,2028-06-12 05:45:33.112388,GW280612a
691,345,catO5_345.fits,2028-06-12 23:18:35.228550,GW280612b
1054,527,catO5_527.fits,2028-06-13 16:02:01.782270,GW280613a
4204,2102,catO5_2102.fits,2028-06-15 06:57:13.826210,GW280615a
2524,1262,catO5_1262.fits,2028-06-15 13:54:13.465603,GW280615b
3627,1813,catO5_1813.fits,2028-06-17 13:08:05.685288,GW280617a
3273,1636,catO5_1636.fits,2028-06-18 06:42:35.527190,GW280618a
1276,638,catO5_638.fits,2028-06-18 16:23:43.780366,GW280618b
2068,1034,catO5_1034.fits,2028-06-18 17:46:31.911123,GW280618c
3010,1505,catO5_1505.fits,2028-06-19 06:34:28.439769,GW280619a
4536,2268,catO5_2268.fits,2028-06-19 10:40:50.799065,GW280619b
2421,1210,catO5_1210.fits,2028-06-19 14:39:58.078348,GW280619c
943,471,catO5_471.fits,2028-06-19 17:23:01.497528,GW280619d
4529,2264,catO5_2264.fits,2028-06-20 15:38:21.396932,GW280620a
1126,563,catO5_563.fits,2028-06-22 08:14:49.786634,GW280622a
1389,694,catO5_694.fits,2028-06-23 18:05:45.979892,GW280623a
3504,1752,catO5_1752.fits,2028-06-23 20:31:01.010533,GW280623b
3811,1905,catO5_1905.fits,2028-06-26 05:29:32.753426,GW280626a
4207,2103,catO5_2103.fits,2028-06-28 22:50:32.734632,GW280628a
2897,1448,catO5_1448.fits,2028-06-29 11:23:44.812762,GW280629a
1008,504,catO5_504.fits,2028-06-30 03:47:21.667972,GW280630a
3755,1877,catO5_1877.fits,2028-06-30 08:46:06.549358,GW280630b
1245,622,catO5_622.fits,2028-06-30 21:05:03.360476,GW280630c
193,96,catO5_96.fits,2028-07-01 04:27:41.396662,GW280701a
995,497,catO5_497.fits,2028-07-01 18:01:38.453575,GW280701b
1820,910,catO5_910.fits,2028-07-02 04:20:15.564210,GW280702a
3957,1978,catO5_1978.fits,2028-07-02 07:25:07.050997,GW280702b
57,28,catO5_28.fits,2028-07-02 20:50:20.896421,GW280702c
913,456,catO5_456.fits,2028-07-03 05:40:37.972302,GW280703a
1279,639,catO5_639.fits,2028-07-03 14:52:27.353648,GW280703b
4046,2023,catO5_2023.fits,2028-07-04 02:02:50.896406,GW280704a
386,193,catO5_193.fits,2028-07-04 08:15:18.780064,GW280704b
2648,1324,catO5_1324.fits,2028-07-04 21:40:36.968204,GW280704c
2317,1158,catO5_1158.fits,2028-07-05 01:25:02.936307,GW280705a
1707,853,catO5_853.fits,2028-07-06 09:15:54.236818,GW280706a
3743,1871,catO5_1871.fits,2028-07-07 08:11:15.485457,GW280707a
3695,1847,catO5_1847.fits,2028-07-07 14:58:25.057114,GW280707b
1035,517,catO5_517.fits,2028-07-07 18:29:09.653153,GW280707c
3128,1564,catO5_1564.fits,2028-07-08 16:33:39.401809,GW280708a
3085,1542,catO5_1542.fits,2028-07-09 11:42:23.711351,GW280709a
250,125,catO5_125.fits,2028-07-09 21:22:28.109477,GW280709b
4395,2197,catO5_2197.fits,2028-07-09 23:10:48.514724,GW280709c
1230,615,catO5_615.fits,2028-07-10 00:28:00.545255,GW280710a
3238,1619,catO5_1619.fits,2028-07-10 01:57:56.109944,GW280710b
3375,1687,catO5_1687.fits,2028-07-10 07:23:44.843140,GW280710c
3217,1608,catO5_1608.fits,2028-07-10 10:26:41.452832,GW280710d
2124,1062,catO5_1062.fits,2028-07-11 03:20:46.953320,GW280711a
1006,503,catO5_503.fits,2028-07-11 07:36:54.321627,GW280711b
1762,881,catO5_881.fits,2028-07-11 09:31:36.669185,GW280711c
4311,2155,catO5_2155.fits,2028-07-11 23:16:17.078817,GW280711d
192,96,catO5_96.fits,2028-07-12 02:55:59.743885,GW280712a
2920,1460,catO5_1460.fits,2028-07-12 06:59:33.089191,GW280712b
3333,1666,catO5_1666.fits,2028-07-13 03:39:06.441693,GW280713a
3461,1730,catO5_1730.fits,2028-07-13 07:33:11.834218,GW280713b
3730,1865,catO5_1865.fits,2028-07-13 13:08:53.506174,GW280713c
1997,998,catO5_998.fits,2028-07-14 05:27:24.157514,GW280714a
3506,1753,catO5_1753.fits,2028-07-14 08:24:12.938370,GW280714b
4070,2035,catO5_2035.fits,2028-07-14 12:14:26.014084,GW280714c
2459,1229,catO5_1229.fits,2028-07-15 10:26:20.569027,GW280715a
4082,2041,catO5_2041.fits,2028-07-16 15:41:52.467996,GW280716a
3900,1950,catO5_1950.fits,2028-07-17 06:49:32.010723,GW280717a
1448,724,catO5_724.fits,2028-07-17 08:19:50.912673,GW280717b
198,99,catO5_99.fits,2028-07-17 09:26:27.811863,GW280717c
2103,1051,catO5_1051.fits,2028-07-18 03:09:56.329096,GW280718a
689,344,catO5_344.fits,2028-07-19 00:16:14.794029,GW280719a
2603,1301,catO5_1301.fits,2028-07-19 04:23:56.815761,GW280719b
2338,1169,catO5_1169.fits,2028-07-19 18:24:45.366229,GW280719c
1782,891,catO5_891.fits,2028-07-20 20:45:29.500341,GW280720a
2271,1135,catO5_1135.fits,2028-07-21 19:00:58.531988,GW280721a
4574,2287,catO5_2287.fits,2028-07-22 00:39:53.982307,GW280722a
2994,1497,catO5_1497.fits,2028-07-22 02:03:08.812914,GW280722b
1947,973,catO5_973.fits,2028-07-22 09:12:24.989832,GW280722c
3760,1880,catO5_1880.fits,2028-07-22 13:10:33.293031,GW280722d
4066,2033,catO5_2033.fits,2028-07-22 21:16:15.104270,GW280722e
2704,1352,catO5_1352.fits,2028-07-23 22:21:06.999654,GW280723a
3482,1741,catO5_1741.fits,2028-07-24 03:41:06.521144,GW280724a
1794,897,catO5_897.fits,2028-07-24 08:27:10.604567,GW280724b
3366,1683,catO5_1683.fits,2028-07-26 02:23:07.470044,GW280726a
2826,1413,catO5_1413.fits,2028-07-26 02:59:48.915934,GW280726b
475,237,catO5_237.fits,2028-07-26 13:04:14.001996,GW280726c
662,331,catO5_331.fits,2028-07-26 18:05:18.056913,GW280726d
2105,1052,catO5_1052.fits,2028-07-27 03:22:28.751845,GW280727a
2476,1238,catO5_1238.fits,2028-07-27 06:16:46.184797,GW280727b
4552,2276,catO5_2276.fits,2028-07-28 13:11:37.330645,GW280728a
2983,1491,catO5_1491.fits,2028-07-28 22:08:55.930489,GW280728b
4602,2301,catO5_2301.fits,2028-07-29 04:05:13.002962,GW280729a
3213,1606,catO5_1606.fits,2028-07-29 10:29:06.919591,GW280729b
663,331,catO5_331.fits,2028-07-30 14:44:25.736528,GW280730a
3798,1899,catO5_1899.fits,2028-07-31 14:16:40.961594,GW280731a
4012,2006,catO5_2006.fits,2028-08-01 09:29:14.332344,GW280801a
4606,2303,catO5_2303.fits,2028-08-01 23:56:58.624895,GW280801b
3199,1599,catO5_1599.fits,2028-08-02 16:27:35.840119,GW280802a
3445,1722,catO5_1722.fits,2028-08-03 05:07:19.681986,GW280803a
2630,1315,catO5_1315.fits,2028-08-03 18:00:50.353423,GW280803b
1313,656,catO5_656.fits,2028-08-05 02:44:07.000977,GW280805a
3393,1696,catO5_1696.fits,2028-08-05 06:09:50.123664,GW280805b
117,58,catO5_58.fits,2028-08-06 04:59:37.626787,GW280806a
1668,834,catO5_834.fits,2028-08-06 10:00:06.072566,GW280806b
486,243,catO5_243.fits,2028-08-07 21:18:06.171962,GW280807a
93,46,catO5_46.fits,2028-08-07 23:38:02.014715,GW280807b
4058,2029,catO5_2029.fits,2028-08-08 01:20:13.200088,GW280808a
2748,1374,catO5_1374.fits,2028-08-08 18:54:20.597271,GW280808b
3781,1890,catO5_1890.fits,2028-08-09 00:09:27.448258,GW280809a
3705,1852,catO5_1852.fits,2028-08-09 22:47:26.448147,GW280809b
2255,1127,catO5_1127.fits,2028-08-10 00:48:19.877620,GW280810a
1642,821,catO5_821.fits,2028-08-10 09:29:10.916765,GW280810b
3151,1575,catO5_1575.fits,2028-08-10 10:52:16.932952,GW280810c
3382,1691,catO5_1691.fits,2028-08-11 10:06:29.739805,GW280811a
56,28,catO5_28.fits,2028-08-12 11:08:35.792538,GW280812a
4048,2024,catO5_2024.fits,2028-08-12 14:59:20.547345,GW280812b
2017,1008,catO5_1008.fits,2028-08-14 02:47:42.898576,GW280814a
2753,1376,catO5_1376.fits,2028-08-14 08:12:35.986327,GW280814b
3673,1836,catO5_1836.fits,2028-08-14 15:04:10.670955,GW280814c
4597,2298,catO5_2298.fits,2028-08-15 03:44:51.150523,GW280815a
2988,1494,catO5_1494.fits,2028-08-15 09:18:42.891964,GW280815b
4463,2231,catO5_2231.fits,2028-08-15 20:28:04.963054,GW280815c
3429,1714,catO5_1714.fits,2028-08-15 23:08:34.002547,GW280815d
4611,2305,catO5_2305.fits,2028-08-16 02:56:20.164129,GW280816a
2731,1365,catO5_1365.fits,2028-08-16 09:49:22.632475,GW280816b
173,86,catO5_86.fits,2028-08-18 03:24:29.785024,GW280818a
241,120,catO5_120.fits,2028-08-18 23:14:25.263041,GW280818b
2985,1492,catO5_1492.fits,2028-08-18 23:50:05.432959,GW280818c
496,248,catO5_248.fits,2028-08-19 06:30:15.178471,GW280819a
3806,1903,catO5_1903.fits,2028-08-19 12:22:15.686128,GW280819b
1286,643,catO5_643.fits,2028-08-20 11:10:26.833003,GW280820a
934,467,catO5_467.fits,2028-08-20 18:42:41.426241,GW280820b
270,135,catO5_135.fits,2028-08-20 21:40:14.974225,GW280820c
2824,1412,catO5_1412.fits,2028-08-21 04:09:36.662352,GW280821a
1924,962,catO5_962.fits,2028-08-21 19:18:44.065163,GW280821b
2480,1240,catO5_1240.fits,2028-08-22 14:23:23.173491,GW280822a
4123,2061,catO5_2061.fits,2028-08-23 17:47:22.567075,GW280823a
